fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"NEPAL FINANCE & SAVING CO. LTD","NFS",346,660,719,646.8,698,"2022-02-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",123,681,690,666,670,"2022-02-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",78,702,702,673,680,"2022-02-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",107,666,698.7,666,690,"2022-02-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",115,670,685,666,670,"2022-02-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",267,680,680,652,670,"2022-02-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",132,696.3,708,688,688,"2022-02-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",191,690,710,685,710,"2022-02-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",222,729.3,743.8,700,701,"2022-02-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",229,710,726,710,715,"2022-02-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",291,750,750,707,715,"2022-02-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",335,735,760,722,744.6,"2022-02-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",344,720,739.9,715.4,735,"2022-02-01"
"NEPAL FINANCE & SAVING CO. LTD","NFS",417,725,735,710,730,"2022-01-31"
"NEPAL FINANCE & SAVING CO. LTD","NFS",610,691.5,737,685,730,"2022-01-30"
"NEPAL FINANCE & SAVING CO. LTD","NFS",110,690.5,690.5,673,678,"2022-01-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",241,680,691,670.5,677,"2022-01-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",267,672.3,699.9,672.3,682,"2022-01-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",411,720,720,680.3,686,"2022-01-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",279,720,731,703,706,"2022-01-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",332,706.8,715,683.1,715,"2022-01-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",298,720,720,690,693,"2022-01-19"
"NEPAL FINANCE & SAVING CO. LTD","NFS",285,734.4,734.4,695,716,"2022-01-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",544,708.9,730,690,720,"2022-01-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",438,715,729,688,695,"2022-01-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",398,690,703,670,702,"2022-01-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",553,693,720,669,680,"2022-01-12"
"NEPAL FINANCE & SAVING CO. LTD","NFS",589,630,693,620,693,"2022-01-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",533,627,635,610,630,"2022-01-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",496,586.8,615,577,615,"2022-01-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",313,532,575.3,519,575.3,"2022-01-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",164,529.3,542,518.5,523,"2022-01-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",132,508,523,500,522,"2022-01-04"
"NEPAL FINANCE & SAVING CO. LTD","NFS",118,506.9,515.1,495,498.8,"2022-01-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",78,498,507,490,499,"2022-01-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",106,490,524,490,498,"2021-12-29"
"NEPAL FINANCE & SAVING CO. LTD","NFS",139,471,497,470.5,495,"2021-12-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",153,508,515,480,480,"2021-12-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",104,515,520.2,505,515,"2021-12-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",161,516,524.8,501.9,510,"2021-12-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",123,495,518,490,515.9,"2021-12-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",52,475,489,472,486,"2021-12-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",69,499,499,470.9,470.9,"2021-12-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",75,511,511,490,490,"2021-12-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",206,513,534.4,490,511,"2021-12-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",85,460,503.8,460,503.8,"2021-12-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",183,479.8,489.4,458,458,"2021-12-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",115,520,522.9,489,489.5,"2021-12-12"
"NEPAL FINANCE & SAVING CO. LTD","NFS",89,522,522,500.1,513,"2021-12-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",176,535,549,508,513,"2021-12-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",151,576.1,580,540,542,"2021-12-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",182,562.5,592,529.2,564.9,"2021-12-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",215,569,580,550,555,"2021-12-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",170,604.9,605,575,579.9,"2021-12-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",185,594,605,586.5,595,"2021-12-01"
"NEPAL FINANCE & SAVING CO. LTD","NFS",124,595,596.7,572,583,"2021-11-30"
"NEPAL FINANCE & SAVING CO. LTD","NFS",384,585,610,576.3,585,"2021-11-29"
"NEPAL FINANCE & SAVING CO. LTD","NFS",191,584.1,595.7,563,584,"2021-11-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",227,590,623,571,596,"2021-11-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",106,567.7,597,560,580,"2021-11-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",186,594,605,566,579,"2021-11-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",125,600,602,585,594.5,"2021-11-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",117,581.2,616,581.2,599,"2021-11-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",134,599,620,590,593,"2021-11-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",203,632,636,611.1,611.1,"2021-11-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",177,590,632.4,578,620,"2021-11-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",137,581,594.9,581,587,"2021-11-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",114,564,587,561,570,"2021-11-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",207,575,584,565,565,"2021-11-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",202,612,612,575,584,"2021-11-09"
