fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",176,301.5,307.5,300,305.9,"2023-02-27"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",221,299,308,290,306,"2023-02-26"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",153,304,308,298.2,305,"2023-02-23"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",181,302.2,316.2,302.2,310,"2023-02-22"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",206,298.3,306,298.3,302.1,"2023-02-20"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",179,309,309,302.9,303,"2023-02-16"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",222,305.2,310,302,303,"2023-02-15"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",193,310.2,311,305.4,309,"2023-02-14"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",220,318.5,320,312.3,312.3,"2023-02-12"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",152,329,330,321.1,325,"2023-02-09"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",317,325,334,322,327,"2023-02-08"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",323,314,325,312,325,"2023-02-07"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",157,309,311,307,309,"2023-02-06"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",174,310,316,308,310,"2023-02-05"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",171,314.2,319,311.2,313,"2023-02-02"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",138,311.3,320,311.3,316,"2023-02-01"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",279,314.1,325,313.7,317,"2023-01-31"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",264,323.7,330.9,316,320,"2023-01-30"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",368,324,337.9,323,329.8,"2023-01-29"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",473,323,339.6,313.3,329,"2023-01-26"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",266,308.2,325.1,308.2,317.2,"2023-01-25"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",237,309.3,318,309.3,313.5,"2023-01-24"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",328,320.1,326,314,314,"2023-01-23"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",312,320,330,316.1,324,"2023-01-19"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",494,315,333,315,320,"2023-01-18"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",478,302.9,322,296.1,320,"2023-01-17"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",339,310,316,296,297,"2023-01-12"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",454,316.7,323,300,306,"2023-01-10"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",430,301,318,301,310.5,"2023-01-09"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",321,284,304,283.5,299.8,"2023-01-08"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",223,296.7,296.7,285,285.4,"2023-01-05"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",225,284,294,283,290.9,"2023-01-04"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",206,285.1,295,282,285,"2023-01-03"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",173,287.3,295,284,290,"2023-01-02"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",326,293,306,286,293,"2023-01-01"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",280,274.4,295,269,293,"2022-12-29"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",233,264.9,280,260,274.4,"2022-12-28"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",463,260.1,278,250,270,"2022-12-27"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",227,235,255,235,255,"2022-12-26"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",161,239,242,231.3,236,"2022-12-22"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",116,241,247.9,238.8,238.8,"2022-12-21"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",167,241.5,253,237,245.9,"2022-12-20"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",143,233,241.9,232,236.8,"2022-12-19"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",134,238,245.5,234,235,"2022-12-18"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",173,254.8,254.8,237.3,241,"2022-12-15"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",375,239.9,256,232,249.9,"2022-12-14"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",132,231,239,225,235.2,"2022-12-13"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",84,221,227,220.6,227,"2022-12-12"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",96,224.5,226,221,222,"2022-12-11"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",87,231.5,231.5,225.1,225.2,"2022-12-07"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",83,227,230,224,227,"2022-12-06"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",104,226,228.8,224.1,228,"2022-12-05"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",130,230,234.6,225.5,228,"2022-12-04"
